ECO_NAME,REALM,flow_name,cf
Pantanal,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,9.654613
Pantanos de Centla,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,19.766153
Pantepui forests & shrublands,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,135.38953
Paraná flooded savanna,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,4.5186553
Paropamisus xeric woodlands,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,13.843946
Patagonian steppe,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,1.7306798
Patía valley dry forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,159.96323
Peninsular Malaysian montane rain forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,224.2984
Peninsular Malaysian rain forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,160.82573
Pernambuco coastal forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,41.5963
Pernambuco interior forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,21.526146
Peruvian Yungas,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,117.39513
Petén-Veracruz moist forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,78.860146
Pindus Mountains mixed forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,39.52243
Piney Woods,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,13.655592
Po Basin mixed forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,6.241923
Pontic steppe,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,0.92921853
Puget lowland forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,32.413227
Purus-Madeira moist forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,15.81116
Purus várzea,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,13.621677
Pyrenees conifer and mixed forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,44.17538
Qaidam Basin semi-desert,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,9.862051
Qilian Mountains conifer forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,17.156399
Qilian Mountains subalpine meadows,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,20.33555
Qin Ling Mountains deciduous forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,75.33611
Qionglai-Minshan conifer forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,92.67982
Queensland tropical rain forests,Australasia,Rainfed_Wheat_residues_removed_from_the_field,60.359337
Rann of Kutch seasonal salt marsh,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,4.1054077
Red Sea-Arabian Desert shrublands,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,3.0474072
Renosterveld shrubland,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,3.8465755
Richmond temperate forests,Australasia,Rainfed_Wheat_residues_removed_from_the_field,38.282497
Rio Negro campinarana,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,11.776318
Rodope montane mixed forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,12.737072
Saharan halophytics,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,1.1760963
Sahelian Acacia savanna,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,11.497834
Sakhalin Island taiga,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,9.146256
San Lucan xeric scrub,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,35.5784
Santa Lucia Montane Chaparral & Woodlands,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,34.311928
Santa Marta montane forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,266.47986
Santa Marta páramo,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,175.4545
Sarmatic mixed forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,0.8303128
Sayan alpine meadows and tundra,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,18.238605
Sayan Intermontane steppe,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,9.941536
Sayan montane conifer forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,10.378523
Scandinavian and Russian taiga,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,0.6205245
Scandinavian coastal conifer forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,58.317688
Scandinavian Montane Birch forest and grasslands,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,38.967342
Sechura desert,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,53.095406
Selenge-Orkhon forest steppe,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,6.089914
Serengeti volcanic grasslands,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,5.574125
Serra do Mar coastal forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,108.07642
Sichuan Basin evergreen broadleaf forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,55.265987
Sierra de la Laguna dry forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,43.75815
Sierra de la Laguna pine-oak forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,65.76649
Sierra de los Tuxtlas,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,71.4574
Sierra Madre de Chiapas moist forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,58.13811
Sierra Madre de Oaxaca pine-oak forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,111.3227
Sierra Madre del Sur pine-oak forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,97.80098
Sierra Madre Occidental pine-oak forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,52.89484
Sierra Madre Oriental pine-oak forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,41.50208
Sierra Nevada forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,29.868204
Simpson desert,Australasia,Rainfed_Wheat_residues_removed_from_the_field,1.0140342
Sinaloan dry forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,59.69911
Sinú Valley dry forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,291.6948
Snake-Columbia shrub steppe,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,1.9471849
Solimões-Japurá moist forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,16.030718
Somali Acacia-Commiphora bushlands and thickets,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,10.799982
Sonoran-Sinaloan subtropical dry forest,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,32.79224
Sonoran desert,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,7.7344317
South American Pacific mangroves,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,3.0375924
South Apennine mixed montane forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,37.43926
South Central Rockies forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,16.984041
South China-Vietnam subtropical evergreen forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,141.44934
South Deccan Plateau dry deciduous forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,26.80976
South Iran Nubo-Sindian desert and semi-desert,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,0.71411204
New Zealand South Island montane grasslands,Australasia,Rainfed_Wheat_residues_removed_from_the_field,71.67479
New Zealand South Island temperate forests,Australasia,Rainfed_Wheat_residues_removed_from_the_field,9.454725
South Siberian forest steppe,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,2.0393603
South Western Ghats moist deciduous forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,65.1743
South Western Ghats montane rain forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,122.15611
Southeast Australia temperate forests,Australasia,Rainfed_Wheat_residues_removed_from_the_field,5.2933273
Southeast Australia temperate savanna,Australasia,Rainfed_Wheat_residues_removed_from_the_field,0.8168398
Southeast Tibet shrublands and meadows,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,24.060978
Southeast US conifer savannas,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,13.605451
Southeast Iberian shrubs and woodlands,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,5.881151
Southeast Indochina dry evergreen forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,118.78565
Southern Acacia-Commiphora bushlands and thickets,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,14.355584
Southern Africa mangroves,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,19.006454
Southern Anatolian montane conifer and deciduous forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,14.031579
Southern Andean steppe,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,19.876265
Southern Andean Yungas,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,92.24504
Southern Atlantic Brazilian mangroves,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,94.23087
Southern Cone Mesopotamian savanna,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,8.158132
Southern Great Lakes forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,5.562057
Southern Hudson Bay taiga,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,0.54784703
Southern Mesoamerican Pacific mangroves,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,5.4509416
Southern Pacific dry forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,59.512695
Southern Rift Montane forest-grassland,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,106.690674
Southern Swahili coastal forests and woodlands,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,26.105595
Southwest Amazon moist forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,37.95943
Southwest Australia savanna,Australasia,Rainfed_Wheat_residues_removed_from_the_field,0.45653227
Southwest Australia woodlands,Australasia,Rainfed_Wheat_residues_removed_from_the_field,2.6158044
Southwest Iberian Mediterranean sclerophyllous and mixed forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,6.344227
Succulent Karoo xeric shrublands,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,2.9931073
Sudd flooded grasslands,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,4.1486588
Suiphun-Khanka meadows and forest meadows,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,3.964268
Sulaiman Range alpine meadows,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,28.074966
Sundarbans freshwater swamp forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,11.710187
Sundarbans mangroves,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,14.793343
Syrian xeric grasslands and shrublands,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,1.9410185
Taiheiyo evergreen forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,241.44473
Taiheiyo montane deciduous forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,269.00034
Taimyr-Central Siberian tundra,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,2.546767
Taklimakan desert,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,2.2221236
Tamaulipan matorral,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,22.078136
Tamaulipan mezquital,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,5.8366675
Tapajós-Xingu moist forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,40.90782
Tarim Basin deciduous forests and steppe,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,0.14369075
Tasmanian Central Highland forests,Australasia,Rainfed_Wheat_residues_removed_from_the_field,13.000075
Tasmanian temperate forests,Australasia,Rainfed_Wheat_residues_removed_from_the_field,4.345113
Tasmanian temperate rain forests,Australasia,Rainfed_Wheat_residues_removed_from_the_field,18.147371
Tehuacán Valley matorral,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,16.89234
Tenasserim-South Thailand semi-evergreen rain forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,182.19463
Terai-Duar savanna and grasslands,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,36.28983
Texas blackland prairies,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,9.655103
Thar desert,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,3.0193765
Tian Shan foothill arid steppe,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,9.345926
Tian Shan montane conifer forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,14.348717
Tian Shan montane steppe and meadows,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,20.409864
Tibetan Plateau alpine shrublands and meadows,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,15.186387
Tigris-Euphrates alluvial salt marsh,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,0.86226267
Tirari-Sturt stony desert,Australasia,Rainfed_Wheat_residues_removed_from_the_field,0.27695826
Trans-Baikal Bald Mountain tundra,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,15.340706
Trans-Baikal conifer forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,6.699493
Trans-Mexican Volcanic Belt pine-oak forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,45.37638
Tumbes-Piura dry forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,32.766907
Tyrrhenian-Adriatic sclerophyllous and mixed forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,19.193342
Uatumã-Trombetas moist forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,54.85483
Ucayali moist forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,120.424675
Upper Gangetic Plains moist deciduous forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,7.610118
Upper Midwest US forest-savanna transition,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,6.802236
Urals montane forest and taiga,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,2.0694308
Uruguayan savanna,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,12.735715
Ussuri broadleaf and mixed forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,16.123695
Valdivian temperate forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,41.166866
Veracruz dry forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,41.106834
Veracruz moist forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,66.0088
Veracruz montane forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,211.37364
Victoria Plains tropical savanna,Australasia,Rainfed_Wheat_residues_removed_from_the_field,6.469946
Wasatch and Uinta montane forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,10.016623
Watson Highlands taiga,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,4.68472
West Siberian taiga,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,0.42128465
West Sudanian savanna,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,4.646323
Western Australian Mulga shrublands,Australasia,Rainfed_Wheat_residues_removed_from_the_field,0.6528928
Western Ecuador moist forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,196.90128
Western European broadleaf forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,6.375851
Western Great Lakes forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,2.5162141
Western Gulf coastal grasslands,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,7.4017067
Western Himalayan alpine shrub and meadows,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,77.557785
Western Himalayan broadleaf forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,155.52396
Western Himalayan subalpine conifer forests,Indomalayan,Rainfed_Wheat_residues_removed_from_the_field,92.169525
Western shortgrass prairie,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,3.2128503
Western Siberian hemiboreal forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,0.61520004
Westland temperate forests,Australasia,Rainfed_Wheat_residues_removed_from_the_field,137.36101
Willamette Valley oak savanna,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,12.010421
Wyoming Basin shrub steppe,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,2.8552303
Xingu-Tocantins-Araguaia moist forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,43.1797
Yamal-Gydan tundra,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,0.5836774
Yarlung Zanbo arid steppe,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,21.116611
Yellow Sea saline meadow,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,5.6552086
Yucatán moist forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,12.815308
Yunnan Plateau subtropical evergreen forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,75.15386
Zagros Mountains forest steppe,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,7.8194737
Dry miombo woodlands,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,23.613462
Zambezian flooded grasslands,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,9.649347
Zambezian mopane woodlands,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,5.7760987
Brazilian Atlantic dry forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,16.851072
Northern Cordillera forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,9.738096
Victoria Basin forest-savanna,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,28.156456
East African montane moorlands,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,35.37589
Queen Charlotte Islands conifer forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,69.90079
Northern Pacific Alaskan coastal forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,67.59155
Northwest Territories taiga,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,0.3069665
Arabian desert,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,0.26241148
Kamchatka tundra,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,11.320956
Tocantins/Pindare moist forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,25.950205
North Cascades conifer forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,79.90071
Northern Rockies conifer forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,22.035961
North Atlantic moist mixed forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,13.882191
East African montane forests,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,31.983118
Eastern Arc forests,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,98.35213
