ECO ID,Ecoregion name,Threshold,Ecoregion baseline,Target (10% above threshold),Threshold exceedance,Difference between baseline and target,Threshold met or exceeded? (Y/N)
570,Guianan savanna,15,4.5,13.5,-10.5,-9,No
571,Humid Chaco,15,13.5,13.5,-1.5,0,No
572,Llanos,15,10.3,13.5,-4.7,-3.2,No
573,Miskito pine forests,4.7,5,4.23,0.3,0.77,Yes
574,Uruguayan savanna,15,12.5,13.5,-2.5,-1,No
575,Espinal,15,7.9,13.5,-7.1,-5.6,No
576,Humid Pampas,7.9,8.4,7.11,0.5,1.29,Yes
577,Low Monte,15,2.4,13.5,-12.6,-11.1,No
578,Patagonian steppe,15,1,13.5,-14,-12.5,No
579,Cuban wetlands,15,NA,13.5,#VALUE!,#VALUE!,NoA
581,Everglades flooded grasslands,15,8,13.5,-7,-5.5,No
582,Guayaquil flooded grasslands,7.9,NA,7.11,#VALUE!,#VALUE!,NoA
583,Orinoco wetlands,15,4.2,13.5,-10.8,-9.3,No
584,Pantanal,15,12.1,13.5,-2.9,-1.4,No
585,Paraná flooded savanna,11.5,12.5,10.35,1,2.15,Yes
586,Southern Cone Mesopotamian savanna,15,14.9,13.5,-0.1,1.4,No
587,Central Andean dry puna,3.6,3.5,3.24,-0.1,0.26,No
588,Central Andean puna,4.6,4.8,4.14,0.2,0.66,Yes
589,Central Andean wet puna,5.6,5.4,5.04,-0.2,0.36,No
590,Cordillera Central páramo,17.5,5.5,15.75,-12,-10.25,No
591,Cordillera de Merida páramo,17.5,13.3,15.75,-4.2,-2.45,No
592,High Monte,3.3,3.7,2.97,0.4,0.73,Yes
593,Northern Andean páramo,17.5,9.8,15.75,-7.7,-5.95,No
594,Santa Marta páramo,17.5,NA,15.75,#VALUE!,#VALUE!,NoA
595,Southern Andean steppe,17.5,2.6,15.75,-14.9,-13.15,No
596,Chilean Matorral,10,2,9,-8,-7,No
597,Araya and Paria xeric scrub,4.4,4.9,3.96,0.5,0.94,Yes
598,Atacama desert,1.5,2,1.35,0.5,0.65,Yes
600,Cuban cactus scrub,5,5.6,4.5,0.6,1.1,Yes
601,Galápagos Islands xeric scrub,1.4,1.5,1.26,0.1,0.24,Yes
602,Guajira-Barranquilla xeric scrub,5,9,4.5,4,4.5,Yes
603,La Costa xeric shrublands,5,8,4.5,3,3.5,Yes
605,Motagua Valley thornscrub,5,9.7,4.5,4.7,5.2,Yes
606,Paraguaná xeric scrub,5,7.7,4.5,2.7,3.2,Yes
607,San Lucan xeric scrub,5,3,4.5,-2,-1.5,No
608,Sechura desert,4,4,3.6,0,0.4,Yes
610,Tehuacán Valley matorral,5,11.6,4.5,6.6,7.1,Yes
611,Amazon-Orinoco-Southern Caribbean mangroves,20,6.5,18,-13.5,-11.5,No
612,Bahamian-Antillean mangroves,4.9,5.4,4.41,0.5,0.99,Yes
613,Mesoamerican Gulf-Caribbean mangroves,5.8,6.4,5.22,0.6,1.18,Yes
614,Northern Mesoamerican Pacific mangroves,20,6,18,-14,-12,No
615,South American Pacific mangroves,20,6.9,18,-13.1,-11.1,No
616,Southern Atlantic Brazilian mangroves,20,8.2,18,-11.8,-9.8,No
617,Southern Mesoamerican Pacific mangroves,8.3,8.1,7.47,-0.2,0.63,No
622,Fiji tropical moist forests,1.24768,1.318329,1.122912,0.070649,0.195417,Yes
623,Hawai'i tropical moist forests,20,1.115139,18,-18.8849,-16.8849,No
629,Samoan tropical moist forests,20,1.165568,18,-18.8344,-16.8344,No
635,Fiji tropical dry forests,20,1.309602,18,-18.6904,-16.6904,No
636,Hawai'i tropical dry forests,20,1.230533,18,-18.7695,-16.7695,No
639,Hawai'i tropical high shrublands,1.22761,NA,1.104849,#VALUE!,#VALUE!,NoA
640,Hawai'i tropical low shrublands,15,1.199612,13.5,-13.8004,-12.3004,No
642,Guizhou Plateau broadleaf and mixed forests,20,65.9,18,45.9,47.9,Yes
643,Yunnan Plateau subtropical evergreen forests,20,39.9,18,19.9,21.9,Yes
644,Appenine deciduous montane forests,12.5,13.4,11.25,0.9,2.15,Yes
646,Balkan mixed forests,11.5,12.9,10.35,1.4,2.55,Yes
647,Baltic mixed forests,12.5,15.7,11.25,3.2,4.45,Yes
648,Cantabrian mixed forests,12.5,9.4,11.25,-3.1,-1.85,No
649,Caspian Hyrcanian mixed forests,12.5,7.9,11.25,-4.6,-3.35,No
650,Caucasus mixed forests,6.5,7,5.85,0.5,1.15,Yes
651,Celtic broadleaf forests,12.5,11.8,11.25,-0.7,0.55,No
652,Central Anatolian steppe and woodlands,10.3,11.4,9.27,1.1,2.13,Yes
653,Central China Loess Plateau mixed forests,12.5,27.9,11.25,15.4,16.65,Yes
654,Central European mixed forests,12.5,13.2,11.25,0.7,1.95,Yes
655,Central Korean deciduous forests,12.5,17.8,11.25,5.3,6.55,Yes
656,Changbai Mountains mixed forests,12.5,17.7,11.25,5.2,6.45,Yes
657,Changjiang Plain evergreen forests,12.5,68.4,11.25,55.9,57.15,Yes
658,Crimean Submediterranean forest complex,7.2,7.6,6.48,0.4,1.12,Yes
659,Daba Mountains evergreen forests,12.5,63.3,11.25,50.8,52.05,Yes
660,Dinaric Mountains mixed forests,12.5,12.8,11.25,0.3,1.55,Yes
661,East European forest steppe,9.1,8,8.19,-1.1,-0.19,No
662,Eastern Anatolian deciduous forests,12.5,9.8,11.25,-2.7,-1.45,No
663,English Lowlands beech forests,12.5,17.2,11.25,4.7,5.95,Yes
664,European Atlantic mixed forests,12.5,19.1,11.25,6.6,7.85,Yes
665,Euxine-Colchic broadleaf forests,9.5,10.3,8.55,0.8,1.75,Yes
666,Hokkaido deciduous forests,4.8,4.3,4.32,-0.5,-0.02,No
667,Huang He Plain mixed forests,12.5,46,11.25,33.5,34.75,Yes
669,Manchurian mixed forests,7,14.7,6.3,7.7,8.4,Yes
670,Nihonkai evergreen forests,12.5,11.9,11.25,-0.6,0.65,No
671,Nihonkai montane deciduous forests,12.5,11,11.25,-1.5,-0.25,No
672,North Atlantic moist mixed forests,4.8,5.7,4.32,0.9,1.38,Yes
673,Northeast China Plain deciduous forests,12.5,22.2,11.25,9.7,10.95,Yes
674,Pannonian mixed forests,12.5,15.7,11.25,3.2,4.45,Yes
675,Po Basin mixed forests,12.5,16.1,11.25,3.6,4.85,Yes
676,Pyrenees conifer and mixed forests,11.4,11.7,10.26,0.3,1.44,Yes
677,Qin Ling Mountains deciduous forests,12.5,43.8,11.25,31.3,32.55,Yes
678,Rodope montane mixed forests,11.1,11.9,9.99,0.8,1.91,Yes
679,Sarmatic mixed forests,8.8,7.1,7.92,-1.7,-0.82,No
680,Sichuan Basin evergreen broadleaf forests,12.5,65.3,11.25,52.8,54.05,Yes
681,Southern Korea evergreen forests,12.5,15.3,11.25,2.8,4.05,Yes
682,Taiheiyo evergreen forests,12.5,12.1,11.25,-0.4,0.85,No
683,Taiheiyo montane deciduous forests,12.2,12.4,10.98,0.2,1.42,Yes
684,Tarim Basin deciduous forests and steppe,12.5,3.5,11.25,-9,-7.75,No
685,Ussuri broadleaf and mixed forests,5,5.6,4.5,0.6,1.1,Yes
686,Western European broadleaf forests,12.5,20.7,11.25,8.2,9.45,Yes
687,Western Siberian hemiboreal forests,3.4,3.3,3.06,-0.1,0.24,No
688,Zagros Mountains forest steppe,9.7,9.7,8.73,0,0.97,Yes
689,Alps conifer and mixed forests,12.5,17.3,11.25,4.8,6.05,Yes
690,Altai montane forest and forest steppe,7.5,2.6,6.75,-4.9,-4.15,No
691,Caledon conifer forests,7.3,5.7,6.57,-1.6,-0.87,No
692,Carpathian montane forests,7.5,14.6,6.75,7.1,7.85,Yes
693,Da Hinggan-Dzhagdy Mountains conifer forests,2.5,4,2.25,1.5,1.75,Yes
694,East Afghan montane conifer forests,7.5,3.2,6.75,-4.3,-3.55,No
695,Elburz Range forest steppe,7.5,7.5,6.75,0,0.75,Yes
696,Helanshan montane conifer forests,7.5,9.7,6.75,2.2,2.95,Yes
697,Hengduan Mountains subalpine conifer forests,7.5,18.5,6.75,11,11.75,Yes
698,Hokkaido montane conifer forests,4.3,4.4,3.87,0.1,0.53,Yes
699,Honshu alpine conifer forests,7.5,13.1,6.75,5.6,6.35,Yes
700,Khangai Mountains conifer forests,2.4,2.4,2.16,0,0.24,Yes
701,Mediterranean conifer and mixed forests,7.5,7.9,6.75,0.4,1.15,Yes
702,Northeast Himalayan subalpine conifer forests,7.5,13,6.75,5.5,6.25,Yes
703,Northern Anatolian conifer and deciduous forests,7.5,10.8,6.75,3.3,4.05,Yes
704,Nujiang Langcang Gorge alpine conifer and mixed forests,7.5,13.4,6.75,5.9,6.65,Yes
705,Qilian Mountains conifer forests,7.5,15.3,6.75,7.8,8.55,Yes
706,Qionglai-Minshan conifer forests,7.5,36.7,6.75,29.2,29.95,Yes
707,Sayan montane conifer forests,2.4,2.1,2.16,-0.3,-0.06,No
708,Scandinavian coastal conifer forests,1,2.9,0.9,1.9,2,Yes
709,Tian Shan montane conifer forests,7.5,5,6.75,-2.5,-1.75,No
710,East Siberian taiga,7.5,0.8,6.75,-6.7,-5.95,No
711,Iceland boreal birch forests and alpine tundra,0.6,0.7,0.54,0.1,0.16,Yes
712,Kamchatka taiga,0.5,0.6,0.45,0.1,0.15,Yes
713,Kamchatka-Kurile meadows and sparse forests,7.5,0.7,6.75,-6.8,-6.05,No
714,Northeast Siberian taiga,7.5,0.3,6.75,-7.2,-6.45,No
715,Okhotsk-Manchurian taiga,2.9,2.8,2.61,-0.1,0.19,No
716,Sakhalin Island taiga,7.5,2.1,6.75,-5.4,-4.65,No
717,Scandinavian and Russian taiga,7.5,2.9,6.75,-4.6,-3.85,No
718,Trans-Baikal conifer forests,1.5,1.9,1.35,0.4,0.55,Yes
719,Urals montane forest and taiga,3,3,2.7,0,0.3,Yes
720,West Siberian taiga,7.5,1.7,6.75,-5.8,-5.05,No
721,Alai-Western Tian Shan steppe,3.8,4.6,3.42,0.8,1.18,Yes
722,Al-Hajar foothill xeric woodlands and shrublands,15,4.7,13.5,-10.3,-8.8,No
724,Altai steppe and semi-desert,15,4.4,13.5,-10.6,-9.1,No
725,Central Anatolian steppe,15,11.7,13.5,-3.3,-1.8,No
726,Daurian forest steppe,15,2.7,13.5,-12.3,-10.8,No
727,Eastern Anatolian montane steppe,15,9.5,13.5,-5.5,-4,No
728,Emin Valley steppe,3.6,4.5,3.24,0.9,1.26,Yes
730,Gissaro-Alai open woodlands,15,5.3,13.5,-9.7,-8.2,No
731,Kazakh forest steppe,3.1,4.4,2.79,1.3,1.61,Yes
732,Kazakh steppe,5,5.4,4.5,0.4,0.9,Yes
733,Kazakh upland steppe,15,4.7,13.5,-10.3,-8.8,No
734,Mongolian-Manchurian grassland,13,8.6,11.7,-4.4,-3.1,No
735,Pontic steppe,6.3,8.1,5.67,1.8,2.43,Yes
736,Sayan Intermontane steppe,1.9,1.7,1.71,-0.2,-0.01,No
737,Selenge-Orkhon forest steppe,1.6,2.7,1.44,1.1,1.26,Yes
738,South Siberian forest steppe,2.3,2.3,2.07,0,0.23,Yes
739,Syrian xeric grasslands and shrublands,15,9.9,13.5,-5.1,-3.6,No
740,Tian Shan foothill arid steppe,15,4.3,13.5,-10.7,-9.2,No
741,Amur meadow steppe,15,10,13.5,-5,-3.5,No
742,Bohai Sea saline meadow,15,31,13.5,16,17.5,Yes
743,Nenjiang River grassland,15,13.6,13.5,-1.4,0.1,No
744,Nile Delta flooded savanna,15,8.2,13.5,-6.8,-5.3,No
745,Saharan halophytics,15,3.7,13.5,-11.3,-9.8,No
746,Suiphun-Khanka meadows and forest meadows,15,12,13.5,-3,-1.5,No
747,Tigris-Euphrates alluvial salt marsh,15,9.7,13.5,-5.3,-3.8,No
748,Yellow Sea saline meadow,15,48.4,13.5,33.4,34.9,Yes
749,Altai alpine meadow and tundra,3.4,2.8,3.06,-0.6,-0.26,No
750,Central Tibetan Plateau alpine steppe,10,6.6,9,-3.4,-2.4,No
751,Eastern Himalayan alpine shrub and meadows,10,16.6,9,6.6,7.6,Yes
752,Ghorat-Hazarajat alpine meadow,10,1.4,9,-8.6,-7.6,No
753,Hindu Kush alpine meadow,3.3,2.5,2.97,-0.8,-0.47,No
754,Karakoram-West Tibetan Plateau alpine steppe,10,6.6,9,-3.4,-2.4,No
755,Khangai Mountains alpine meadow,2.6,2.5,2.34,-0.1,0.16,No
756,Kopet Dag woodlands and forest steppe,10,4,9,-6,-5,No
757,Kuh Rud and Eastern Iran montane woodlands,10,5.4,9,-4.6,-3.6,No
758,Mediterranean High Atlas juniper steppe,4.5,5.3,4.05,0.8,1.25,Yes
759,North Tibetan Plateau-Kunlun Mountains alpine desert,10,4.1,9,-5.9,-4.9,No
760,Northwestern Himalayan alpine shrub and meadows,4.2,10,3.78,5.8,6.22,Yes
761,Ordos Plateau steppe,10,17.5,9,7.5,8.5,Yes
762,Pamir alpine desert and tundra,10,5.4,9,-4.6,-3.6,No
763,Qilian Mountains subalpine meadows,10,3.7,9,-6.3,-5.3,No
764,Sayan alpine meadows and tundra,1.5,2,1.35,0.5,0.65,Yes
765,Southeast Tibet shrublands and meadows,10,11.6,9,1.6,2.6,Yes
766,Sulaiman Range alpine meadows,2.7,3.3,2.43,0.6,0.87,Yes
767,Tian Shan montane steppe and meadows,10,4.4,9,-5.6,-4.6,No
768,Tibetan Plateau alpine shrublands and meadows,10,6.3,9,-3.7,-2.7,No
769,Western Himalayan alpine shrub and meadows,10,14.1,9,4.1,5.1,Yes
770,Yarlung Zanbo arid steppe,10,14.4,9,4.4,5.4,Yes
771,Cherskii-Kolyma mountain tundra,10,0.3,9,-9.7,-8.7,No
772,Chukchi Peninsula tundra,10,0.2,9,-9.8,-8.8,No
773,Kamchatka tundra,0.5,0.6,0.45,0.1,0.15,Yes
774,Kola Peninsula tundra,1,1,0.9,0,0.1,Yes
775,Northeast Siberian coastal tundra,10,0.1,9,-9.9,-8.9,No
776,Northwest Russian-Novaya Zemlya tundra,0.9,0.8,0.81,-0.1,-0.01,No
777,Novosibirsk Islands Arctic desert,10,0.1,9,-9.9,-8.9,No
778,Russian Arctic desert,10,0.2,9,-9.8,-8.8,No
779,Russian Bering tundra,10,0.3,9,-9.7,-8.7,No
780,Scandinavian Montane Birch forest and grasslands,10,2.1,9,-7.9,-6.9,No
781,Taimyr-Central Siberian tundra,10,0.3,9,-9.7,-8.7,No
782,Trans-Baikal Bald Mountain tundra,0.9,1.2,0.81,0.3,0.39,Yes
783,Wrangel Island Arctic desert,10,0.1,9,-9.9,-8.9,No
784,Yamal-Gydan tundra,10,0.5,9,-9.5,-8.5,No
785,Aegean and Western Turkey sclerophyllous and mixed forests,7.5,10,6.75,2.5,3.25,Yes
786,Anatolian conifer and deciduous mixed forests,7.5,12.7,6.75,5.2,5.95,Yes
787,Canary Islands dry woodlands and forests,7.5,1.6,6.75,-5.9,-5.15,No
788,Corsican montane broadleaf and mixed forests,7.5,9.8,6.75,2.3,3.05,Yes
789,Crete Mediterranean forests,7.5,5.5,6.75,-2,-1.25,No
790,Cyprus Mediterranean forests,7.5,7.1,6.75,-0.4,0.35,No
791,Eastern Mediterranean conifer-broadleaf forests,7.5,10.3,6.75,2.8,3.55,Yes
792,Iberian conifer forests,7.5,11,6.75,3.5,4.25,Yes
793,Iberian sclerophyllous and semi-deciduous forests,7.5,10.9,6.75,3.4,4.15,Yes
794,Illyrian deciduous forests,7.5,11.4,6.75,3.9,4.65,Yes
795,Italian sclerophyllous and semi-deciduous forests,7.5,13.1,6.75,5.6,6.35,Yes
796,Mediterranean Acacia-Argania dry woodlands and succulent thickets,7.5,4.3,6.75,-3.2,-2.45,No
797,Mediterranean dry woodlands and steppe,7.5,5.6,6.75,-1.9,-1.15,No
798,Mediterranean woodlands and forests,7.5,7.2,6.75,-0.3,0.45,No
799,Northeast Spain and Southern France Mediterranean forests,7.5,12.3,6.75,4.8,5.55,Yes
800,Northwest Iberian montane forests,7.5,10.5,6.75,3,3.75,Yes
801,Pindus Mountains mixed forests,7.5,10.9,6.75,3.4,4.15,Yes
802,South Apennine mixed montane forests,7.5,9.5,6.75,2,2.75,Yes
803,Southeast Iberian shrubs and woodlands,7.5,8.6,6.75,1.1,1.85,Yes
804,Southern Anatolian montane conifer and deciduous forests,7.5,10.7,6.75,3.2,3.95,Yes
805,Southwest Iberian Mediterranean sclerophyllous and mixed forests,7.5,9.2,6.75,1.7,2.45,Yes
806,Tyrrhenian-Adriatic sclerophyllous and mixed forests,7.5,8.9,6.75,1.4,2.15,Yes
807,Afghan Mountains semi-desert,1.6,1.8,1.44,0.2,0.36,Yes
808,Alashan Plateau semi-desert,5,3.7,4.5,-1.3,-0.8,No
809,Arabian desert,5,4.9,4.5,-0.1,0.4,No
810,Arabian sand desert,5,4.2,4.5,-0.8,-0.3,No
811,Arabian-Persian Gulf coastal plain desert,5,5.7,4.5,0.7,1.2,Yes
812,Azerbaijan shrub desert and steppe,5,5.9,4.5,0.9,1.4,Yes
813,Badghyz and Karabil semi-desert,3.7,3,3.33,-0.7,-0.33,No
814,Baluchistan xeric woodlands,5,4,4.5,-1,-0.5,No
815,Caspian lowland desert,5,5.3,4.5,0.3,0.8,Yes
816,Central Afghan Mountains xeric woodlands,5,1.7,4.5,-3.3,-2.8,No
817,Central Asian northern desert,3.4,3.3,3.06,-0.1,0.24,No
818,Central Asian riparian woodlands,5,3.1,4.5,-1.9,-1.4,No
819,Central Asian southern desert,5,3.3,4.5,-1.7,-1.2,No
820,Central Persian desert basins,5,5.5,4.5,0.5,1,Yes
821,East Arabian fog shrublands and sand desert,5,4.1,4.5,-0.9,-0.4,No
822,East Sahara Desert,5,2.5,4.5,-2.5,-2,No
823,East Saharan montane xeric woodlands,5,2.4,4.5,-2.6,-2.1,No
824,Eastern Gobi desert steppe,5,4.9,4.5,-0.1,0.4,No
825,Gobi Lakes Valley desert steppe,5,2.5,4.5,-2.5,-2,No
826,Great Lakes Basin desert steppe,5,2.2,4.5,-2.8,-2.3,No
827,Junggar Basin semi-desert,5,2.9,4.5,-2.1,-1.6,No
828,Kazakh semi-desert,3.1,4,2.79,0.9,1.21,Yes
829,Kopet Dag semi-desert,5,4,4.5,-1,-0.5,No
830,Mesopotamian shrub desert,5,8.4,4.5,3.4,3.9,Yes
831,North Arabian desert,5,6,4.5,1,1.5,Yes
832,North Arabian highland shrublands,5,3.8,4.5,-1.2,-0.7,No
833,North Saharan Xeric Steppe and Woodland,5,3.4,4.5,-1.6,-1.1,No
834,Paropamisus xeric woodlands,1.2,1.8,1.08,0.6,0.72,Yes
835,Qaidam Basin semi-desert,5,2.7,4.5,-2.3,-1.8,No
836,Red Sea coastal desert,5,5.1,4.5,0.1,0.6,Yes
837,Red Sea-Arabian Desert shrublands,5,4.7,4.5,-0.3,0.2,No
838,Registan-North Pakistan sandy desert,5,2.1,4.5,-2.9,-2.4,No
839,Saharan Atlantic coastal desert,5,1.4,4.5,-3.6,-3.1,No
840,South Arabian plains and plateau desert,5,3.9,4.5,-1.1,-0.6,No
841,South Iran Nubo-Sindian desert and semi-desert,5,5.8,4.5,0.8,1.3,Yes
842,South Sahara desert,5,1.7,4.5,-3.3,-2.8,No
843,Taklimakan desert,5,3.2,4.5,-1.8,-1.3,No
844,Tibesti-Jebel Uweinat montane xeric woodlands,5,1.2,4.5,-3.8,-3.3,No
845,West Sahara desert,5,1.9,4.5,-3.1,-2.6,No
846,West Saharan montane xeric woodlands,5,1.4,4.5,-3.6,-3.1,No
